locode,name,country_code,latitude,longitude,port_size,max_vessel_size,channel_depth_m,cargo_depth_m,teu_thousands,zone_code,wpi_id,function,status,active
USMCD,Mackinac Island,US,45.85,-84.62,Very Small,medium vessels,42.1,53.0,,,4530,1--4----,AI,1
USEJK,Macks Creek,US,37.95,-92.9667,,,,,,,,1----6--,RQ,1
USEIF,Madeira Beach,US,27.7833,-82.7833,,,,,,,,1----6--,RQ,1
USYMD,Madison Park,US,47.6333,-122.2667,,,,,,,,1-3--6--,RL,1
USINV,Madisonville,US,30.4,-90.1667,Very Small,medium vessels,56.7,56.7,,NAE-USA,8820,1-3--6--,RL,1
USMG5,Malaga,US,47.35,-120.1833,Medium,large vessels,31.1,20.1,,EU-SEU,38370,123-----,RL,1
USAQJ,Maltby,US,47.8,-122.1,,,,,,,,1----6--,RL,1
USZMQ,Manasquan,US,40.1167,-74.0333,,,,,,,,1-3--6--,RL,1
USMCR,Manchester,US,47.55,-122.5333,Major,medium vessels,49.4,49.4,,EU-NEU,34700,1-------,RL,1
USMH8,Manhasset,US,40.8,-73.7,,,,,,,,1-3--6--,RL,1
USMNH,Manhattan/New York,US,40.7833,-73.9667,,,,,,,,1-3-----,RN,0
USZMY,Manheim Center,US,43.0333,-74.7833,,,,,,,,123--6--,RL,1
USMTW,Manitowoc,US,44.1,-87.65,Minor,large vessels,49.4,49.4,,NAE-CAN,4890,1--4----,AI,1
USIA2,Manning,US,41.9,-95.05,,,,,,,,1----6--,RQ,1
USNSV,Mannsville,US,43.7167,-76.0667,,,,,,,,123--6--,RL,1
USQMU,Mantua,US,39.7833,-75.1667,,,,,,,,123-----,RL,1
USZPU,Maple Bluff,US,43.1167,-89.3667,,,,,,,,123--6--,RL,1
USXUY,Mapleton,US,43.9167,-93.95,,,,,,,,1-3-----,RL,1
USMH2,Marblehead,US,42.5,-70.85,Very Small,medium vessels,45.7,45.7,,NAE-CAN,7230,1-3-----,RL,1
USMAH,Marcus Hook,US,39.8167,-75.4167,Small,large vessels,34.7,38.4,,NAE-USA,8070,1-3-----,RL,1
USZAY,Marcy,US,43.1667,-75.2833,,,,,,,,123--6--,RL,1
USQMK,Markleville,US,39.9667,-85.6,,,,,,,,123--6--,RL,1
USQMM,Marne,US,43.0333,-85.8167,,,,,,,,1-3-----,RL,1
USMR2,Marseilles,US,41.3167,-88.7,,,,,,,,123-----,RL,1
USNMA,Marshall,US,35.7833,-82.6833,,,,,,,,1-3-----,RL,1
USTAW,Matawan,US,40.4,-74.2167,,,,,,,,123--6--,RL,1
USMP2,Mauckport,US,38.0167,-86.2,,,,,,,,1-3-----,RL,1
USTSX,Mauston,US,43.8333,-90.6333,,,,,,,,1----6--,RQ,1
USMY6,Mayo,US,35.0833,-81.85,,,,,,,,1----6--,RQ,1
USAY7,Mayville,US,42.25,-79.5,,,,,,,,1-------,RL,1
USQMW,McCleary,US,47.05,-123.25,,,,,,,,123-----,RL,1
USZWM,McEwen,US,36.1,-87.6167,,,,,,,,123--6--,RL,1
USMF6,McFarland,US,43.0167,-89.3,,,,,,,,123--6--,RL,1
USMKJ,McKees Rocks,US,40.45,-80.05,,,,,,,,123--6--,RL,1
USQMC,McLeansville,US,36.1,-79.65,,,,,,,,123--6--,RL,1
USJJQ,Meadows of Dan,US,36.7333,-80.3833,,,,,,,,1----6--,RQ,1
USEAZ,Mechanic Falls,US,44.1,-70.3833,,,,,,,,1----6--,RQ,1
USUMQ,Mecosta,US,43.6167,-85.2167,,,,,,,,1-------,RL,1
USMP7,Mediapolis,US,41.0,-91.15,,,,,,,,1----6--,RQ,1
USMGF,Melvindale,US,42.2667,-83.1667,Small,medium vessels,45.7,42.1,,NAE-CAN,3610,123-----,RL,1
USMEM,Memphis,US,35.07,-90.17,Small,medium vessels,53.0,,,NAE-USA,8870,1-34----,AI,1
USM8N,Mendon,US,42.9833,-77.5,,,,,,,,1-3-----,RL,1
USMN5,Menemsha,US,41.35,-70.7667,,,,,,,,1-3-----,RL,1
USMT6,Mentone,US,34.5667,-85.5833,,,,,,,,1-------,RL,1
USZXE,Mer Rouge,US,32.7667,-91.7833,,,,,,,,123--6--,RL,1
USMXP,Meraux,US,29.9167,-89.9333,,,,,,,,123--6--,RL,1
USMD5,Meredith,US,43.6667,-71.5,,,,,,,,123-----,RL,1
USOIS,Meredosia,US,39.8333,-90.5667,,,,,,,,123--6--,RL,1
USMTM,Metlakatla,US,55.13,-131.57,Very Small,large vessels,,45.7,,,19110,1--4----,AI,1
USXXX,Mexico,US,44.65,-70.5333,,,,,,,,1-------,RL,1
USMIA,Miami,US,25.78,-80.18,Small,large vessels,31.1,31.1,,NAE-GUS,8640,1--45---,AI,1
USIYH,Miami Beach,US,25.7833,-80.1333,,,,,,,,1-3-5---,RL,1
USZMG,Miami Gardens,US,25.9667,-80.2,,,,,,,,123--6--,RL,1
USKKV,Miami River,US,25.7667,-80.1833,Small,large vessels,31.1,31.1,,NAE-GUS,8640,1----6--,RQ,1
USM4I,Miami Shores,US,25.85,-80.1833,,,,,,,,1-------,RL,1
USIAM,Miamisburg,US,39.6333,-84.2833,,,,,,,,123-----,RL,1
USZIX,Middle Island,US,40.8833,-72.9333,,,,,,,,1-3-----,RL,1
USM44,Middletown,US,39.4333,-77.5333,,,,,,,,1-------,RL,1
USM2P,Midway Park,US,34.7167,-77.3333,,,,,,,,1-------,RL,1
USM2B,Milburn,US,34.2333,-96.5333,,,,,,,,1-------,RL,1
USMRQ,Milford,US,39.1667,-84.2833,,,,,,,,123--6--,RL,1
USMKW,Mill Creek,US,47.85,-122.2,,,,,,,,1-3-----,RL,1
UST9X,Millican,US,30.4667,-96.2,,,,,,,,1-3-----,RL,1
USIPR,Millport,US,33.55,-88.0667,Small,,56.7,56.7,,EU-NEU,33520,123-----,RL,1
USMW4,Millwood,US,38.8833,-81.8667,,,,,,,,123--6--,RL,1
USMT5,Milton,US,44.6333,-73.1167,,,,,,,,123-----,RL,1
USMKE,Milwaukee,US,43.03,-87.88,Minor,medium vessels,45.7,45.7,,,4860,1--4----,AI,1
USMS6,Mims,US,28.6667,-80.85,,,,,,,,123--6--,RL,1
USMES,Minneapolis,US,,,,,,,,,,1234----,RL,1
USMOB,Mobile,US,30.68,-88.12,Major,large vessels,34.7,34.7,,,8770,1--4----,AI,1
USZOH,Mohnton,US,40.2833,-75.9833,,,,,,,,1-3--6--,RL,1
USM47,Molena,US,33.0167,-84.5,,,,,,,,1-------,RL,1
USOO9,Monmouth,US,44.8333,-123.2167,,,,,,,,1----6--,RL,1
USM9O,Monmouth Beach,US,40.3167,-73.9667,,,,,,,,1-3-----,RL,1
USM4X,Monroe,US,44.25,-72.05,Very Small,large vessels,49.4,49.4,,,3570,1-3-----,RL,1
USMY3,Monterey,US,36.6,-121.9,Small,,49.4,45.7,,NAW-USA,16240,1-3-----,RL,1
USQOR,Moravia,US,40.8833,-92.8,,,,,,,,123--6--,RL,1
USMRH,Morehead City,US,34.72,-76.7,Very Small,large vessels,42.1,38.4,,NAE-USA,8430,1-3-----,RN,0
USYRE,Morehouse,US,36.8333,-89.6833,,,,,,,,123--6--,RL,1
US9OH,Moreland Hills,US,41.4333,-81.4167,,,,,,,,1-3-----,RL,1
USMPP,Morgans Point,US,,,,,,,,,,1-3-----,RQ,1
USM5V,Morrisonville,US,39.4167,-89.45,,,,,,,,1-------,RL,1
USMRT,Morristown,US,,,,,,,,,,1-------,RN,0
USMW3,Moscow,US,41.55,-91.1,,,,,,,,1-3-----,RL,1
USYMR,Mosier,US,45.6833,-121.3833,,,,,,,,123-----,RL,1
USINX,Mosinee,US,44.7833,-89.7,,,,,,,,1-34-6--,RL,1
USXZS,Mound House,US,39.2,-119.6667,,,,,,,,1----6--,RL,1
USMTK,Mount Carmel,US,40.7833,-76.4,,,,,,,,123--6--,RL,1
USMGQ,Mount Gilead,US,35.2,-80.0,,,,,,,,1-3--6--,RL,1
USQHS,Mount Holly Springs,US,40.1167,-77.1833,,,,,,,,123--6--,RL,1
USYMV,Mount Vernon,US,42.75,-78.8833,,,,,,,,123--6--,RL,1
USMU4,Mountain,US,45.1833,-88.4667,,,,,,,,1-------,RL,1
USMKI,Mukilteo,US,47.95,-122.3,Very Small,,34.7,34.7,,NAW-CAN,17780,123-----,RL,1
USMKZ,Mukwonago,US,42.8667,-88.3333,,,,,,,,123-----,RL,1
USZMW,Muldrow,US,35.4,-94.5833,,,,,,,,123--6--,RL,1
USYMK,Murdock,US,40.9167,-96.2667,,,,,,,,123--6--,RL,1
USZMU,Murphy,US,35.0833,-84.0333,,,,,,,,123--6--,RL,1
USXYS,Murrysville,US,40.4167,-79.6833,,,,,,,,123--6--,RL,1
USMKG,Muskegon,US,43.2167,-86.2333,Small,medium vessels,42.1,45.7,,NAE-CAN,4690,1-34----,AI,1
USMYG,Myrtle Grove,US,,,,,,,,,,1-3-----,RN,0
USMYC,Mystic,US,41.35,-71.95,Very Small,medium vessels,56.7,56.7,,NAE-CAN,7490,1-3-----,RL,1
USYNA,Naches,US,46.7167,-120.6833,,,,,,,,1-3--6--,RL,1
USYUD,Naples,US,43.9667,-70.6,,,,,,,,1----6--,RQ,1
USBNA,Nashville,US,,,,,,,,,,1--4----,AI,1
USVQV,Nashville,US,42.6,-85.0833,,,,,,,,1----6--,RQ,1
USNYU,Nassau,US,42.5,-73.6,Medium,large vessels,34.7,34.7,,NAE-GUS,9990,1-3--6--,RL,1
USHEZ,Natchez,US,,,,,,,,,,1--4----,AI,1
USNAK,Natick,US,42.2833,-71.35,,,,,,,,123-----,RL,1
USNVA,Navarre,US,30.4,-86.85,,,,,,,,1-3--6--,RL,1
USNIJ,Nawiliwili,US,21.9667,-159.3667,Small,medium vessels,34.7,38.4,,NAW-USA,56300,1-3-----,RL,1
USNEJ,Necedah,US,44.0333,-90.0667,,,,,,,,123--6--,RL,1
USNZQ,Needmore,US,39.8333,-78.1333,,,,,,,,1-3--6--,RL,1
USNB4,Neets Bay,US,55.7833,-131.6,,,,,,,,1-3-----,RQ,1
USNOQ,Nelsonia,US,37.8167,-75.5833,,,,,,,,1----6--,RQ,1
USNDA,Neodesha,US,37.4167,-95.6667,,,,,,,,123--6--,RL,1
USN8P,Neponset,US,41.2833,-89.7833,,,,,,,,1----6--,RL,1
USNPC,Neptune City,US,40.2,-74.0167,,,,,,,,1-3--6--,RL,1
USNXZ,Nesbit,US,34.8667,-90.0,,,,,,,,123--6--,RL,1
USNBD,New Bedford,US,41.6333,-70.9333,Small,medium vessels,42.1,42.1,,NAE-CAN,7370,1-3-----,RL,1
USEWB,New Bedford-Fall River Apt,US,,,,,,,,,,1--4----,AI,1
USNBL,New Bloomfield,US,38.7167,-92.0833,,,,,,,,1-3--6--,RL,1
USBW5,New Brockton,US,31.3833,-85.9167,,,,,,,,1-------,RL,1
USNCY,New Caney,US,30.15,-95.2,,,,,,,,123--6--,RL,1
USNSX,New Castle,US,39.3667,-107.15,Very Small,large vessels,42.1,53.0,,,8030,1----6--,RL,1
USZWC,New Columbia,US,41.0333,-76.8667,,,,,,,,123--6--,RL,1
USNP7,New Enterprise,US,40.1667,-78.4,,,,,,,,1-------,RL,1
US4NJ,New Era,US,43.55,-86.3333,,,,,,,,1-3-----,RL,1
USNFR,New Freedom,US,39.7333,-76.7,,,,,,,,123--6--,RL,1
USHVN,New Haven,US,41.23,-72.92,Small,large vessels,38.4,38.4,,,7550,1--4----,AI,1
USNH2,New Haven,US,38.6,-91.2167,Small,large vessels,38.4,38.4,,,7550,123-----,RL,1
USNHN,New Hudson,US,42.5,-83.6,,,,,,,,123--6--,RL,1
USQNN,New Ipswich,US,42.7333,-71.85,,,,,,,,1-3--6--,RL,1
USNLI,New Lisbon,US,43.8667,-90.15,,,,,,,,123--6--,RL,1
USNED,New London,US,41.0833,-82.4,Small,large vessels,38.4,38.4,,,7500,1-3-----,RL,1
USNQV,New London,US,39.5833,-91.4,Small,large vessels,38.4,38.4,,,7500,1----6--,RQ,1
USGON,New London-Groton Apt,US,,,,,,,,,,1-34----,AI,1
USXNW,New Madrid,US,36.5833,-89.5167,,,,,,,,1-3--6--,RL,1
USNM2,New Martinsville,US,39.6333,-80.8667,,,,,,,,123-----,RL,1
USMSY,New Orleans,US,29.92,-90.07,Medium,medium vessels,38.4,31.1,,NAE-USA,8850,12345---,AI,1
USQZN,New Point,US,37.35,-76.2833,,,,,,,,1-3--6--,RL,1
USNPX,New Providence,US,40.6833,-74.4,,,,,,,,1-3-----,RL,1
USNSB,New Smyrna Beach,US,29.0333,-80.9333,,,,,,,,123--6--,RL,1
USN5T,New Tripoli,US,40.6667,-75.75,,,,,,,,1-3-----,RL,1
USNYC,New York,US,40.7,-74.0,Major,large vessels,31.1,31.1,,NAE-USA,7640,12345---,AI,1
USEWR,Newark,US,40.7333,-74.1667,Minor,large vessels,42.1,34.7,,NAE-USA,7810,1234----,AI,1
USZMP,Newburyport,US,42.8,-70.8667,Very Small,medium vessels,53.0,56.7,,NAE-CAN,7190,123--6--,RL,1
USAWS,Newcastle,US,44.0333,-69.5333,Very Small,large vessels,42.1,53.0,,,8030,123-----,RL,1
USNFE,Newfane,US,43.2833,-78.7167,,,,,,,,1-3--6--,RL,1
USNWZ,Newington,US,43.1,-70.8167,,,,,,,,1-3-----,RQ,1
USNOZ,Newport,US,44.8333,-69.2833,Very Small,,42.1,49.4,,,16820,123--6--,RL,1
USNPO,Newport,US,44.6333,-124.05,Small,medium vessels,49.4,49.4,,NAE-CAN,7380,1-3-----,RL,1
USNPT,Newport,US,41.5,-71.33,Small,medium vessels,49.4,49.4,,NAE-CAN,7380,1--4----,AI,1
USJNP,Newport Beach,US,33.6167,-117.9167,Very Small,,49.4,42.1,,NAW-USA,16060,1-3-----,AI,1
USNNS,Newport News,US,36.9667,-76.4167,Minor,large vessels,31.1,34.7,,NAE-USA,8300,123-----,RL,1
USNRP,"Newport, Perry",US,40.4667,-77.1167,,,,,,,,123--6--,RL,1
USQNE,Newportville,US,40.1167,-74.9,Very Small,medium vessels,56.7,56.7,,NAE-USA,8140,123--6--,RL,1
USICH,Nicholls,US,31.5167,-82.6333,,,,,,,,123--6--,RL,1
USN5B,Niobrara,US,42.75,-98.0167,,,,,,,,1-3-----,RL,1
USNIX,Nixon,US,41.9333,-76.1333,,,,,,,,1-3--6--,RL,1
USNK3,Noank,US,41.3167,-52.3167,Very Small,medium vessels,56.7,56.7,,NAE-CAN,7480,1----6--,RQ,1
USOLS,Nogales,US,,,,,,,,,,1--4----,AI,1
USQNV,Nokesville,US,38.6833,-77.5667,,,,,,,,123--6--,RL,1
USOME,Nome,US,64.5,-165.42,Small,,56.7,56.7,,,20400,1--4----,AI,1
USNCM,Norco,US,,,,,,,,,,1-3-----,RN,0
USNCX,Norcross,US,37.35,-80.7,,,,,,,,123--6--,RL,1
USORF,Norfolk,US,36.85,-76.335,Large,large vessels,31.1,34.7,2950,,8280,1234----,AI,1
USNI2,Norman,US,38.95,-86.2667,,,,,,,,1-------,RL,1
USNAU,North Augusta,US,33.4667,-81.9833,,,,,,,,123-----,RL,1
USN99,North Bay Village,US,25.8333,-80.15,,,,,,,,1-3-----,RL,1
USN4B,North Beach,US,38.7,-76.5167,,,,,,,,1-------,RL,1
USOTH,North Bend,US,43.4,-124.22,Very Small,,42.1,42.1,,,16750,1-34----,AI,1
USNTS,North Charleston,US,,,,,,,,,,1-3-----,RL,1
USNDB,North Dartmouth,US,41.6333,-70.9667,,,,,,,,1----6--,RQ,1
USZGN,North Grosvenor Dale,US,41.9833,-71.8833,,,,,,,,123--6--,RL,1
USNHQ,North Hartland,US,43.5833,-72.35,,,,,,,,123-----,RL,1
USN2R,North Houston,US,29.9167,-95.5,,,,,,,,1-3-----,RL,1
USQNM,North Miami,US,25.8833,-80.1833,,,,,,,,123--6--,RL,1
USUHO,North Monmouth,US,44.2667,-70.0167,,,,,,,,1-3-----,RL,1
USNQZ,North Rose,US,43.1833,-76.8833,,,,,,,,123--6--,RL,1
USZNR,North Royalton,US,41.3,-81.7167,,,,,,,,1-3-----,RL,1
USNY5,North Salem,US,41.3333,-73.5667,,,,,,,,1----6--,RQ,1
USNSC,North Sioux City,US,42.5167,-96.4667,,,,,,,,123--6--,RL,1
USNW2,North Wildwood,US,38.9833,-74.8167,,,,,,,,1-3-----,RL,1
USYNO,North Woodstock,US,44.0167,-71.6833,,,,,,,,123--6--,RL,1
USNHM,Northampton,US,42.3333,-72.6333,,,,,,,,123-----,RL,1
USZZH,Northport,US,45.1167,-85.6167,,,,,,,,123--6--,RL,1
USNTR,Norton Shores,US,43.15,-86.25,,,,,,,,1-------,RL,1
USNOW,Norwell,US,42.15,-70.7833,,,,,,,,1-3--6--,RL,1
USNXL,Norwood,US,39.8833,-75.3,,,,,,,,1-------,RL,1
USTXQ,Noti,US,44.05,-123.4333,,,,,,,,1----6--,RL,1
USNYX,Nyack,US,41.0833,-73.9167,,,,,,,,123-----,RL,1
USOB2,Oak Bluffs,US,41.45,-70.5667,Very Small,medium vessels,49.4,45.7,,NAE-CAN,7350,1-3-----,RL,1
USAKJ,Oak Grove,US,38.9833,-77.4,,,,,,,,1-3-----,RL,1
USQOP,Oak Park,US,41.8833,-87.7833,,,,,,,,123--6--,RL,1
USYOB,Oakboro,US,35.2167,-80.3167,,,,,,,,123--6--,RL,1
USOAK,Oakland,US,37.87,-122.3,Medium,,56.7,,,NAW-USA,16360,1--45---,AI,1
USOKV,Oakville,US,41.5833,-73.0833,Very Small,medium vessels,56.7,53.0,,,3020,123-----,RL,1
USXOR,Oberlin,US,41.2833,-82.2167,,,,,,,,123--6--,RL,1
USOBI,Obion,US,36.25,-89.1833,,,,,,,,123--6--,RL,1
USOAM,Ocean Gate,US,39.9167,-74.1333,,,,,,,,1-3-----,RL,1
USOCX,Ocean View,US,38.9,-75.1667,,,,,,,,123--6--,RQ,1
USOCP,Oceanport,US,40.3167,-74.0167,,,,,,,,123-----,RL,1
USOC7,Ocoee,US,35.1167,-84.7167,,,,,,,,1-------,RL,1
USO82,Odessa,US,45.25,-96.3167,,,,,,,,1-------,RL,1
USOGS,Ogdensburg,US,44.7,-75.5,Small,,49.4,42.1,,,2770,1--4----,AI,1
USOGY,Oglesby,US,41.2833,-89.05,,,,,,,,123--6--,RL,1
USYOQ,Ogunquit,US,43.25,-70.6,,,,,,,,1-3--6--,RL,1
USZHE,Okarche,US,35.7167,-97.9667,,,,,,,,123-----,RL,1
USOKX,Okemos,US,42.7167,-84.4167,,,,,,,,123-----,RL,1
USDXX,Old Brookville,US,40.8167,-73.6,,,,,,,,1-3-----,RL,1
USDKH,Old Rock Hill,US,31.0,-83.5667,,,,,,,,1----6--,RQ,1
USOL2,Oleum,US,38.0333,-122.2333,Very Small,,,38.4,,NAW-USA,16400,1-------,RL,1
USZOT,Olivette,US,38.65,-90.3667,,,,,,,,123--6--,RL,1
USQOT,Olton,US,34.1833,-102.1333,,,,,,,,1-3--6--,RL,1
USOLM,Olympia,US,47.05,-122.9,Small,large vessels,42.1,38.4,,,17660,1--4----,AI,1
USQOA,Olyphant,US,41.4667,-75.6,,,,,,,,123--6--,RL,1
USOMA,Omaha,US,,,,,,,,,,1--4----,AI,1
USIA3,Onawa,US,42.0167,-96.0833,,,,,,,,1-3-----,RL,1
USOT5,Ontario,US,40.75,-82.5833,,,,,,,,1----6--,RL,1
USONG,Ontonagon,US,46.8667,-89.2833,Very Small,medium vessels,49.4,49.4,,NAE-CAN,5380,123-----,RL,1
USZOW,Ooltewah,US,35.0667,-85.05,,,,,,,,123-----,RL,1
USOBC,Orange Beach,US,30.2833,-87.5667,,,,,,,,1-3-----,RL,1
USOSZ,Orca,US,60.5667,-145.7,Very Small,,49.4,49.4,,,19639,1-3-----,RL,1
US8MN,Orcutt,US,34.85,-120.4333,,,,,,,,1-3-----,RL,1
USOEG,Oregon,US,41.6333,-83.4833,,,,,,,,1-3--6--,RL,1
USYDO,Orondo,US,47.6167,-120.2167,,,,,,,,123--6--,RL,1
USM2S,Osceola,US,38.05,-93.7,,,,,,,,1-------,RL,1
USOS3,Oskaloosa,US,39.2,-95.3,,,,,,,,1-------,RL,1
USOV3,Osterville,US,41.6333,-70.3833,,,,,,,,1-3-----,RL,1
USOSW,Oswego,US,43.45,-76.5,Small,medium vessels,45.7,45.7,,NAE-CAN,3170,1-3-----,RL,1
USOTL,Ottawa Lake,US,41.75,-83.7333,,,,,,,,1-3--6--,RL,1
USOSV,Ottsville,US,40.4667,-75.1667,,,,,,,,1-3--6--,RL,1
USOTM,Ottumwa,US,,,,,,,,,,1-34----,AI,1
US3VC,Outlook,US,46.3167,-120.0833,,,,,,,,1-3-----,RL,1
USZOD,Oviedo,US,28.6667,-81.2,,,,,,,,123--6--,RL,1
USOWB,Owensboro,US,,,,,,,,,,1-34----,AI,1
USOXR,Oxnard-Ventura Apt,US,,,,,,,,,,1-34----,AI,1
USPAH,Paducah,US,37.0833,-88.6167,,,,,,,,1234----,AI,1
USPGE,Pagedale,US,38.6833,-90.3,,,,,,,,123--6--,RL,1
USPY6,Paisley,US,28.9833,-81.5333,,,,,,,,1-------,RL,1
USPBE,Palatine Bridge,US,42.9167,-74.5667,,,,,,,,123--6--,RL,1
USPQM,Palm,US,40.4167,-75.5333,,,,,,,,1-3--6--,RL,1
USPMZ,Palmertown,US,40.4667,-79.1667,,,,,,,,123--6--,RL,1
USP64,Palmetto Bay,US,25.6167,-80.3167,,,,,,,,1-------,RL,1
USPGZ,Palo Pinto,US,32.7667,-98.2833,,,,,,,,1-------,RL,1
USQPM,Pamplin,US,37.25,-78.6667,,,,,,,,123--6--,RL,1
USPFN,Panama City,US,30.13,-85.65,Small,medium vessels,38.4,38.4,,NAE-USA,8750,1--4----,AI,1
USP77,Panora,US,41.6833,-94.35,,,,,,,,1-------,RL,1
USPK3,Parks,US,35.2667,-111.95,,,,,,,,1-------,RL,1
USPKT,Parkton,US,34.9,-79.0,,,,,,,,123-----,RL,1
USPAS,Pasadena,US,29.6833,-95.2,Very Small,large vessels,34.7,42.1,,NAE-GUS,9220,1-3-----,RL,1
USPGL,Pascagoula,US,30.35,-88.57,Small,large vessels,38.4,34.7,,,8780,1--4----,AI,1
USPCP,Patchogue,US,40.7667,-73.0167,Very Small,large vessels,56.7,56.7,,NAE-USA,7641,123--6--,RL,1
USPWG,Paterson,US,45.9333,-119.6,,,,,,,,123-----,RL,1
USYL2,Peach Bottom,US,39.75,-76.2667,,,,,,,,1-------,RL,1
USPEA,Pearl Harbor,US,,,,,,,,,,1-3-----,RN,0
USPS6,Pearson,US,45.35,-89.0,,,,,,,,1-------,RL,1
USQPN,Peconic,US,41.0333,-72.45,,,,,,,,123--6--,RL,1
USJUY,Pembroke,US,43.1333,-71.45,,,,,,,,1-3-----,RL,1
USZPB,Pembroke Park,US,25.9833,-80.1667,,,,,,,,123--6--,RL,1
US7CA,Penn Valley,US,39.1833,-121.1833,,,,,,,,1-3-----,RL,1
US9DK,Penngrove,US,38.2833,-122.65,,,,,,,,1-3-----,RL,1
USPPS,Pennsauken,US,39.95,-75.05,,,,,,,,1-3-----,RL,1
USPNS,Pensacola,US,30.4,-87.22,Small,large vessels,34.7,38.4,,NAE-USA,8760,1--4----,AI,1
USPB4,Pensacola Beach,US,30.3333,-87.1333,,,,,,,,1-3-----,RL,1
USPQN,Pequannock,US,40.95,-74.2833,,,,,,,,123--6--,RL,1
USXPE,Perdue Hill,US,31.5,-87.4833,,,,,,,,1-3--6--,RL,1
USPYB,Perryman,US,39.4667,-76.2,,,,,,,,123--6--,RL,1
USPAY,Perth Amboy,US,40.48,-74.27,Small,medium vessels,38.4,42.1,,NAE-USA,7980,1-3-----,RN,0
USYPB,Peterborough,US,42.8667,-71.95,,,,,,,,123--6--,RL,1
USPHL,Philadelphia,US,39.95,-75.13,Major,large vessels,34.7,34.7,,NAE-USA,8110,1--45---,AI,1
USYPH,Philomath,US,44.5333,-123.35,,,,,,,,123--6--,RL,1
USYPF,Pigeon Forge,US,35.7833,-83.55,,,,,,,,1-3--6--,RL,1
USPGX,Pillager,US,46.3333,-94.4667,,,,,,,,123-----,RL,1
USPM8,Pilot Mountain,US,36.3833,-80.4667,,,,,,,,1----6--,RQ,1
USPIW,Pilottown,US,29.1833,-89.25,,,,,,,,1-3-----,RL,1
USPAA,Pine Apple,US,31.8667,-86.9833,,,,,,,,1-3-----,RL,1
USQPS,Pine Bluffs,US,41.1667,-104.0667,,,,,,,,123--6--,RL,1
USYPN,Pine Bush,US,41.6,-74.2833,,,,,,,,1-3--6--,RL,1
USQPY,Pine Plains,US,41.9667,-73.65,,,,,,,,1-3--6--,RL,1
USP9O,Pinto Island,US,30.6667,-88.0167,,,,,,,,1-3-----,RL,1
USPIT,Pittsburgh,US,,,,,,,,,,1--4----,AI,1
USITV,Pittsville,US,44.4333,-90.1167,,,,,,,,1-3--6--,RL,1
USEUU,Placida,US,26.8333,-82.2667,,,,,,,,1-3--6--,RL,1
USTJJ,Platte,US,39.35,-94.7667,,,,,,,,1----6--,RQ,1
USPI7,Pleasant Island,US,58.35,-135.6333,,,,,,,,1-------,RL,1
USP2L,Pleasant Lake,US,41.5667,-85.0,,,,,,,,1-------,RL,1
USPLP,Pleasant Prairie,US,42.55,-87.9333,,,,,,,,123--6--,RL,1
USQPH,Pocahontas,US,35.6333,-86.0333,,,,,,,,1-3--6--,RL,1
USPA2,Point Arena,US,38.9,-123.6833,,,,,,,,1-------,RL,1
USTBW,Point Barrow,US,71.2833,-156.6667,Very Small,,,,,NAW-CAN,20480,1-------,RQ,1
USPP5,Point Conception,US,34.45,-120.4667,,,,,,,,1-------,RL,1
USPP3,Point Pleasant Beach,US,40.0833,-74.05,,,,,,,,123-----,RL,1
US9IU,Point Reyes Station,US,38.0667,-122.8,,,,,,,,1-3-----,RL,1
USPRS,Point Roberts,US,48.9833,-123.0667,,,,,,,,1-3----B,RL,1
USOW4,Point Wells,US,47.7833,-122.4,Very Small,,,,,NAW-CAN,17760,1-------,RL,1
USQPD,Poland,US,41.0167,-80.6,,,,,,,,123--6--,RL,1
USPO8,Pompton,US,40.9833,-74.2667,,,,,,,,1----6--,RQ,1
US4NM,Ponce de Leon,US,30.7167,-85.9333,,,,,,,,1-3-----,RL,1
USPO7,Ponsford,US,46.9667,-95.3833,,,,,,,,1-------,RL,1
USPAL,Port Allen,US,21.9,-159.5833,Small,medium vessels,38.4,34.7,,NAW-USA,56290,1-3-----,RL,1
USPLL,Port Allen,US,30.45,-91.2,Small,large vessels,31.1,38.4,,NAE-GUS,8970,1-3-----,RN,0
USCLM,Port Angeles,US,48.12,-123.43,Small,,16.5,27.4,,,17120,1--4----,AI,1
USPOA,Port Arthur,US,29.8833,-93.9167,Minor,large vessels,34.7,34.7,,,9080,1-3-----,RL,1
USPRY,Port Blakely,US,47.6,-122.5,Very Small,,,49.4,,NAW-CAN,17350,1-------,RL,1
USPOB,Port Bolivar,US,29.3667,-94.75,,,,,,,,1-------,RL,1
USPCV,Port Canaveral,US,28.4,-80.6,,,,,,,,1-------,RL,1
USUXZ,Port Chester,US,41.0,-73.67,Very Small,medium vessels,56.7,53.0,,NAE-USA,7620,1-3-----,RL,1
USPZH,Port Chicago,US,38.05,-122.0167,,,,,,,,1-------,RL,1
USQPR,Port Eads,US,29.0,-89.1667,,,,,,,,1-------,RL,1
USPEB,Port Elizabeth,US,39.3,-74.9667,Medium,medium vessels,34.7,49.4,,AF-SAF,46820,123-----,RL,1
USPEF,Port Everglades,US,26.1,-80.1333,Minor,large vessels,31.1,,,NAE-GUS,8630,1-34----,RN,0
USPE2,Port Ewen,US,41.9,-73.9833,Small,medium vessels,53.0,49.4,,NAE-USA,7680,123--6--,RL,1
