locode,name,country_code,latitude,longitude,port_size,max_vessel_size,channel_depth_m,cargo_depth_m,teu_thousands,zone_code,wpi_id,function,status,active
ATLZD,Langenzersdorf,AT,48.3,16.35,,,,,,,,123-----,RL,1
ATLUA,Lembach,AT,48.4833,13.8833,,,,,,,,1-3-----,RL,1
ATLTS,Leutschach,AT,46.6667,15.4667,,,,,,,,1----6--,RL,1
ATIEG,Limberg,AT,48.5833,15.8667,,,,,,,,1-------,RL,1
ATMAN,Manning,AT,48.0833,13.6667,,,,,,,,1-3-----,RL,1
ATMAB,Marbach an der Donau,AT,48.2167,15.15,,,,,,,,123-----,RL,1
ATMKA,Markt Allhau,AT,47.2333,16.0833,,,,,,,,1----6--,RL,1
ATMKC,Mitterkirchen,AT,48.1833,14.7,,,,,,,,1-3-----,RL,1
ATMBS,Morbisch am See,AT,47.75,16.6667,,,,,,,,1----6--,RL,1
ATNT9,Muthmannsdorf,AT,47.8333,16.1,,,,,,,,1-3-----,RL,1
ATNGG,Neudegg,AT,48.4833,15.8833,,,,,,,,1----6--,RL,1
ATNFN,Neufelden,AT,48.4833,13.9833,,,,,,,,123-----,RL,1
ATNAD,Neuhofen an der Ybbs,AT,48.05,14.85,,,,,,,,1-3-----,RL,1
ATND2,Nickelsdorf,AT,47.9333,17.0667,,,,,,,,1----6--,RL,1
ATNUZ,NÃ¼ziders,AT,47.1833,9.8,,,,,,,,123-----,RL,1
ATOBU,Oberneukirchen,AT,,,,,,,,,,1-------,RQ,1
ATXAE,Oehling,AT,48.1,14.8,,,,,,,,1-3-----,RL,1
ATGGU,Oggau,AT,47.8333,16.6667,,,,,,,,1-------,RL,1
ATOSH,Ottensheim,AT,48.3333,14.1833,,,,,,,,123-----,RL,1
ATATK,Paternion,AT,46.7,13.6333,,,,,,,,1-3-----,RL,1
ATPBU,Persenbeug,AT,48.1833,15.0667,,,,,,,,123-----,RL,1
ATPET,Petzenkirchen,AT,48.1333,15.15,,,,,,,,1----6--,RL,1
ATPAS,Podersdorf am See,AT,47.85,16.8333,,,,,,,,1-3-----,RL,1
AT7PZ,Prinzersdorf,AT,48.2,15.5167,,,,,,,,1-3-----,RL,1
ATRAD,Radstadt,AT,47.3833,13.45,,,,,,,,123-----,RL,1
ATRHN,Ranshofen,AT,48.2333,13.0,,,,,,,,1-3-----,RL,1
ATREG,Regau,AT,48.0833,14.1333,,,,,,,,1----6--,RQ,1
ATETZ,Rietz,AT,47.2833,11.05,,,,,,,,1-------,RL,1
ATXXX,RIS Inland waterways,AT,,,,,,,,,,1-------,AI,1
ATRHR,Rohrau,AT,48.0667,16.85,,,,,,,,1----6--,RL,1
ATRRF,Ruhrsdorf,AT,48.4,15.5,,,,,,,,1-------,RL,1
ATSAK,Sankt Aegidi,AT,48.4833,13.75,,,,,,,,1-3-----,RL,1
ATSGS,Sankt Georgen bei Salzburg,AT,47.9833,12.8833,,,,,,,,123-----,RL,1
ATSMR,Sankt Margarethen an der Raab,AT,47.05,15.75,,,,,,,,1-3-----,RL,1
ATSK3,Sankt Margrethen,AT,46.6333,14.3833,,,,,,,,1----6--,RL,1
ATFBZ,Sankt Stefan ob Stainz,AT,46.9167,15.25,,,,,,,,1-------,RL,1
ATSUH,Sankt Ulrich,AT,48.6,16.7667,,,,,,,,1----6--,RL,1
ATSVM,Sankt Veit im MÃ¼hlkreis,AT,48.4667,14.15,,,,,,,,1-3-----,RL,1
ATSMK,SchÃ¶nau im MÃ¼hlkreis,AT,48.3833,14.7333,,,,,,,,1----6--,RL,1
ATTTL,Schrattenthal,AT,48.7,15.9,,,,,,,,1-------,RL,1
ATSAG,Schutzen am Gebirge,AT,47.85,16.6167,,,,,,,,1----6--,RL,1
ATSFT,Senftenberg,AT,48.4333,15.55,,,,,,,,1----6--,RL,1
ATSPG,Spannberg,AT,48.45,16.7333,,,,,,,,1----6--,RL,1
ATSPZ,Spitz,AT,48.3667,15.4167,,,,,,,,123-----,RL,1
ATSTD,Steeg,AT,47.6,13.6333,,,,,,,,1-3-----,RL,1
ATSSS,Steinberg,AT,47.4833,16.4833,,,,,,,,1----6--,RL,1
ATSUS,Steinhaus,AT,48.1167,14.0167,,,,,,,,1----6--,RL,1
ATST6,Straden,AT,46.8,15.8667,,,,,,,,1----6--,RL,1
ATTAM,Tamsweg,AT,47.1333,13.8,,,,,,,,1----6--,RL,1
ATTKP,Taufkirchen an der Pram,AT,48.4167,13.5333,,,,,,,,123--6--,RL,1
ATTFS,Terfens,AT,47.3167,11.65,,,,,,,,123-----,RL,1
ATTHS,Theiss,AT,48.3833,15.6833,,,,,,,,1-3-----,RL,1
ATTMR,Traismauer,AT,48.3333,15.7333,,,,,,,,123-----,RL,1
ATVEL,Velden,AT,46.6167,14.05,,,,,,,,123-----,RL,1
ATERM,Vordernberg,AT,47.4667,15.0,,,,,,,,1-3-----,RL,1
ATWSE,Wallsee,AT,48.1667,14.7167,,,,,,,,1-3-----,RL,1
ATWEU,Weinburg,AT,48.1,15.5167,,,,,,,,1-------,RL,1
ATWDF,Weitendorf,AT,46.8833,15.4667,,,,,,,,1-3-----,RL,1
ATWUL,Wulkaprodersdorf,AT,47.8,16.5,,,,,,,,1-3-----,RL,1
ATZNG,Zobing,AT,48.4833,15.6833,,,,,,,,1-------,RL,1
AUABP,Abbot Point,AU,-19.9,148.0833,,,,,,,,1-------,AC,1
AUALP,Abell Point,AU,-20.2667,148.7167,,,,,,,,1-3-----,AC,1
AUADL,Adelaide,AU,-34.9167,138.5833,,,,,,,,12345---,AC,1
AUAIR,Airlie Terminal,AU,-21.3333,115.1667,,,,,,,,1-------,RL,1
AUALH,Albany,AU,-35.03,117.88,Small,medium vessels,34.7,34.7,,OC-OCE,54470,1--4----,AC,1
AUALD,Aldgate,AU,-35.0167,138.7333,,,,,,,,1----6--,RL,1
AUAMR,Amrun,AU,-12.9167,141.6167,,,,,,,,1-------,AA,1
AUANN,Annandale,AU,-33.8833,151.1667,,,,,,,,1----6--,RL,1
AUAPP,Applecross,AU,-32.0167,115.8333,,,,,,,,1----6--,RL,1
AUARD,Ardrossan,AU,-34.43,137.92,Very Small,medium vessels,42.1,42.1,,OC-OCE,54236,1-------,AC,1
AUAUA,Armadale,AU,-32.15,116.0,,,,,,,,1-------,RL,1
AUDLP,Arndell Park,AU,-33.7833,150.8667,,,,,,,,123-----,RL,1
AUASB,Ashburton,AU,-21.6833,115.0,,,,,,,,1-3-----,AM,1
AUASH,Ashton,AU,-34.9333,138.7333,,,,,,,,1----6--,RL,1
AUP6D,Aspendale,AU,-38.0333,145.1,,,,,,,,1-3-----,RL,1
AUATT,Attadale,AU,-32.0167,115.7833,,,,,,,,1----6--,RL,1
AUAGS,Augusta,AU,-34.3167,115.1667,Very Small,medium vessels,56.7,,,,7120,1-3-----,RL,1
AUALI,Australind,AU,-33.2833,115.7167,,,,,,,,1-3-----,RL,1
AUBAE,Baerami,AU,-32.4,150.4833,,,,,,,,1----6--,RL,1
AUBAA,Balhannah,AU,-34.9833,138.8333,,,,,,,,1----6--,RL,1
AUBAH,Ballast Head,AU,,,,,,,,,,1-------,AC,1
AUBNK,Ballina,AU,-28.87,153.57,Small,medium vessels,53.0,53.0,,,53520,1--4----,AC,1
AUBAL,Balnarring,AU,-38.3667,145.1333,,,,,,,,1----6--,RL,1
AULME,Bangholme,AU,,,,,,,,,,1-------,RQ,1
AUBNN,Bannockburn,AU,-38.05,144.1667,,,,,,,,1----6--,RL,1
AUBWB,Barrow Island,AU,,,,,,,,,,1--4----,AC,1
AUBAR,Barry Beach,AU,-38.7,146.3833,,,,,,,,1-3-----,RQ,1
AUBRT,Bathurst Island,AU,,,,,,,,,,1--4----,AI,1
AUBCH,Beachport,AU,,,,,,,,,,1-------,AC,1
AUBYP,Beauty Point,AU,-41.15,146.82,Small,medium vessels,9.1,38.4,,OC-OCE,54943,1-------,AC,1
AUBBL,Beelbangera,AU,-34.2667,146.1,,,,,,,,1-------,RL,1
AUBEL,Bell Bay,AU,,,,,,,,,,123-----,AC,1
AUBE9,Belrose,AU,-33.7333,151.2167,,,,,,,,1----6--,RL,1
AUBVD,Belvidere,AU,-35.3,138.9333,,,,,,,,1----6--,RL,1
AUBFD,Beresfield,AU,-32.8,151.65,,,,,,,,1----6--,RL,1
AUBKE,Berkeley Vale,AU,-33.35,151.4333,,,,,,,,1----6--,RL,1
AUBRR,Berrys Creek,AU,-38.4167,146.0667,,,,,,,,1----6--,RL,1
AUBIC,Bicheno,AU,-41.8667,148.2833,,,,,,,,1----6--,RL,1
AUBBG,Bing Bong,AU,-15.6,136.35,,,,,,,,1-------,RL,1
AUBLP,Black Point,AU,-11.15,132.15,,,,,,,,1-------,RL,1
AUTTS,Blackmans Bay,AU,-42.9833,147.3167,,,,,,,,1-3-----,RL,1
AUBOV,Blacktip Terminal,AU,-14.4,129.35,,,,,,,,1-------,RQ,1
AUBNY,Blayney,AU,-33.5333,149.25,,,,,,,,123--6--,RL,1
AUBOB,Bobin,AU,-31.7167,152.2833,,,,,,,,1-----7-,RL,1
AUBDY,Bomaderry,AU,-34.85,150.6167,,,,,,,,1----6--,RL,1
AUBOO,Booby Island,AU,-10.6,141.9167,,,,,,,,1-3-----,RL,1
AUBOD,Boondall,AU,-27.3333,153.05,,,,,,,,1----6--,RL,1
AUBOT,Boort,AU,-36.1167,143.7167,,,,,,,,1----6--,RL,1
AUVIB,Boronia,AU,,,,,,,,,,1-------,RQ,1
AUBTB,Botany Bay,AU,-34.0,151.23,Small,large vessels,27.4,27.4,,,53655,1-------,AC,1
AUBOU,Boundary Bend,AU,-34.7,143.15,,,,,,,,1----6--,RL,1
AUZBO,Bowen,AU,,,,,,,,,,1--4----,AC,1
AUBOY,Boyer,AU,-42.8333,147.3,,,,,,,,1----6--,RL,1
AUBBY,Bremer Bay,AU,-34.3833,119.3667,,,,,,,,1-3-----,RL,1
AUBOL,Bridgewater-on-Loddon,AU,-36.6,143.95,,,,,,,,1----6--,RL,1
AUBPO,Bridport,AU,-41.0,147.4,,,,,,,,1-3-----,RL,1
AUBSA,Brighton-Le-Sands,AU,-33.95,151.15,,,,,,,,1----6--,RL,1
AUBNE,Brisbane,AU,-27.4667,153.0167,Major,large vessels,42.1,31.1,,OC-OCE,53490,12345---,AC,1
AUBMW,Broadmeadows,AU,,,,,,,,,,1-------,AC,1
AUNSB,Broke,AU,-32.75,151.1,,,,,,,,1----6--,RL,1
AUBME,Broome,AU,-17.97,122.23,Small,medium vessels,34.7,42.1,,,54630,1--4----,AI,1
AUBUV,Buffalo Venture,AU,,,,,,,,,,1-------,AC,1
AUBUL,Bulli,AU,-34.3,150.9167,,,,,,,,1-3-----,RL,1
AUBLL,Bullsbrook,AU,-31.6667,116.0,,,,,,,,1----6--,RL,1
AUBWI,Bulwer,AU,-27.0667,153.3667,,,,,,,,1-------,RL,1
AUBUY,Bunbury,AU,-33.32,115.63,Small,medium vessels,31.1,34.7,,,54500,1--4----,AC,1
AUBDB,Bundaberg,AU,-24.87,152.35,Very Small,medium vessels,42.1,38.4,,,53460,1--4----,AC,1
AUBUC,Burketown,AU,-17.7333,139.5333,,,,,,,,1-34----,AI,1
AUBWT,Burnie,AU,-41.05,145.95,Small,medium vessels,38.4,34.7,,OC-OCE,54880,1--4----,AC,1
AUBYY,Bushy Park,AU,-37.8667,147.0333,,,,,,,,1----6--,RL,1
AUBUS,Busselton,AU,,,,,,,,,,1-------,AC,1
AUCNS,Cairns,AU,-16.92,145.78,Small,medium vessels,42.1,38.4,,,53340,1--4----,AC,1
AUCAL,Caloundra Head,AU,,,,,,,,,,1-------,AC,1
AUCMB,Cambridge,AU,-42.8333,147.45,,,,,,,,1----6--,RL,1
AUCMP,Camperdown,AU,-33.8833,151.1667,,,,,,,,1-------,RL,1
AUCBR,Canberra,AU,,,,,,,,,,12345---,AA,1
AUCAP,Capalaba,AU,-27.5167,153.1833,,,,,,,,1-3-----,RL,1
AUCCU,Cape Cuvier,AU,-24.22,113.38,Very Small,medium vessels,20.1,27.4,,OC-OCE,54565,1-------,AC,1
AUDON,Cape Don,AU,-11.3167,131.75,,,,,,,,1-------,RL,1
AUCQP,Cape Flattery,AU,-14.95,145.35,Small,medium vessels,,27.4,,OC-OCE,53318,1-------,AI,1
AUCLT,Cape Lambert,AU,,,,,,,,,,1-------,AC,1
AUCLN,Cape Leeuwin,AU,,,,,,,,,,1-------,AC,1
AUCPN,Cape Preston,AU,,,,,,,,,,1-------,AC,1
AUCBO,Carboor,AU,-36.6333,146.55,,,,,,,,1----6--,RL,1
AUCAR,Carina Heights,AU,-27.5,153.0833,,,,,,,,1-------,RL,1
AUCLF,Carlingford,AU,-33.7833,151.05,,,,,,,,1-------,RL,1
AUCVQ,Carnarvon,AU,,,,,,,,,,1--4----,AC,1
AUCHB,Catherine Hill Bay,AU,,,,,,,,,,1-------,AC,1
AUCUN,Caufield North,AU,-37.8667,14.85,,,,,,,,1-------,RQ,1
AUCVS,Caversham,AU,-31.8833,115.9667,,,,,,,,1----6--,RL,1
AUCHV,Challis Venture (oil Terminal),AU,-12.1167,125.0167,,,,,,,,1-------,AC,1
AUCHA,Chatswood,AU,,,,,,,,,,1-3-----,RQ,1
AUCHE,Chermside,AU,-27.3833,153.1667,,,,,,,,1-------,RL,1
AUCN6,Chinderah,AU,-28.2333,153.55,,,,,,,,1-3-----,RL,1
AUCHT,Chittering,AU,-31.4833,116.1,,,,,,,,1----6--,RL,1
AUSCL,Clare,AU,-33.8333,138.6,,,,,,,,1----6--,RL,1
AUCLM,Claremont,AU,-31.9833,115.7833,,,,,,,,123-5---,RL,1
AUCLR,Clarence River,AU,,,,,,,,,,1-------,AC,1
AUCDN,Clarendon,AU,-35.1167,138.6333,,,,,,,,1-------,RL,1
AUCVN,Cleveland,AU,-27.5333,153.2667,Major,large vessels,42.1,42.1,,NAE-CAN,3490,1-3--6--,RL,1
AUCVL,Clovelly,AU,-33.9,151.25,,,,,,,,1-------,RL,1
AUCTI,Cockatoo Island,AU,-16.1,123.6167,,,,,,,,1-------,RQ,1
AUCFS,Coffs Harbour,AU,,,,,,,,,,1--4----,AC,1
AUCST,Coldstream,AU,-37.7167,145.3667,,,,,,,,1----6--,RL,1
AUCLL,Collan Islands,AU,,,,,,,,,,1-------,AC,1
AUCMO,Como,AU,-34.0,151.0667,,,,,,,,1----6--,RL,1
AUCDE,Condamine,AU,-26.9333,150.1333,,,,,,,,1-3-----,RL,1
AUCTN,Cooktown,AU,,,,,,,,,,1--4----,AC,1
AUCOU,Coolum,AU,-26.55,153.0833,,,,,,,,1----6--,RL,1
AUCOO,Coomera,AU,-27.8833,153.3,,,,,,,,123-----,RL,1
AUCNW,Coonawarra,AU,-37.3,140.8167,,,,,,,,1----6--,RL,1
AUCPR,Coorparoo,AU,-27.5,153.05,,,,,,,,1----6--,RL,1
AUCRL,Coral Bay,AU,-23.1333,113.7667,,,,,,,,1-------,RL,1
AUCRS,Coral Sea,AU,-19.0833,150.9,,,,,,,,1--4----,RL,1
AUCBA,Corio Bay,AU,-38.1167,144.4333,,,,,,,,1-------,AC,1
AUCRV,Coromandel Valley,AU,-35.05,138.6167,,,,,,,,1----6--,RL,1
AUCOP,Cossack Pioneer (oil Terminal),AU,-19.5833,116.45,,,,,,,,1-------,AC,1
AUCTE,Cottesloe,AU,-32.0,115.7667,,,,,,,,1----6--,RL,1
AUCTT,Cottles Bridge,AU,-37.6333,145.2167,,,,,,,,1----6--,RL,1
AUDIL,Cowandilla,AU,-34.9167,138.55,,,,,,,,1----6--,RL,1
AUCOW,Cowaramup,AU,-33.8667,115.0833,,,,,,,,1----6--,RL,1
AUCRF,Crafers,AU,-35.0,138.7,,,,,,,,1----6--,RL,1
AUCRE,Crestmead,AU,-27.6833,153.0833,,,,,,,,1----6--,RL,1
AUC8R,Cromer,AU,-34.7667,139.0,,,,,,,,1-------,RL,1
AUCRU,Cronulla,AU,-34.05,151.15,,,,,,,,1----6--,RL,1
AUDIT,Dalrymple Islet,AU,-9.6,143.3,,,,,,,,1-------,RL,1
AUDAL,Dalton,AU,-34.7167,149.1833,,,,,,,,1-----7-,RL,1
AUDAM,Dampier,AU,-20.63,116.72,Minor,medium vessels,34.7,16.5,,OC-OCE,54605,1-------,AC,1
AUDAR,Dardanup,AU,-33.4,115.75,,,,,,,,1----6--,RL,1
AUDAA,Darra,AU,,,,,,,,,,1-------,AC,1
AUDRW,Darwin,AU,-12.45,130.8333,Minor,medium vessels,16.5,42.1,,OC-OCE,54670,12345---,AC,1
AUDRB,Derby,AU,,,,,,,,,,1--4----,AC,1
AUDPO,Devonport,AU,-41.18,146.37,Small,large vessels,42.1,45.7,,OC-OCE,54920,1--4----,AC,1
AUDHI,Dhipirrinjura,AU,-12.25,135.0833,,,,,,,,1-------,RL,1
AUDIA,Diamond Creek,AU,-37.6667,145.15,,,,,,,,1----6--,RL,1
AUDRY,Drysdale,AU,-38.1667,144.5667,,,,,,,,1----6--,RL,1
AUQDN,Eden,AU,-37.07,149.92,Very Small,medium vessels,38.4,45.7,,,53810,1--4----,AC,1
AUEDE,Eden Valley,AU,-34.65,139.1,,,,,,,,1----6--,RL,1
AUEDB,Edithburgh,AU,,,,,,,,,,1-------,AC,1
AUELE,Electrona,AU,,,,,,,,,,1-------,AC,1
AUELB,Elizabeth Bay,AU,-11.9,136.55,,,,,,,,1-------,RL,1
AUELT,Eltham,AU,-37.7333,145.15,,,,,,,,1----6--,RL,1
AUEPR,Esperance,AU,-33.87,121.9,Very Small,medium vessels,16.5,16.5,,,54450,1--4----,AC,1
AUEVL,Evans Landing,AU,-12.6667,141.85,Very Small,medium vessels,38.4,34.7,,OC-OCE,54672,1-3-----,RL,1
AUPEX,Exmouth,AU,,,,,,,,,,1-------,AC,1
AUEXM,Exmouth Gulf,AU,,,,,,,,,,1--4----,AI,1
AUFIN,Findon,AU,-34.9,138.5333,,,,,,,,1----6--,RL,1
AUFIS,Fisherman Islands,AU,,,,,,,,,,123-----,UR,1
AUFLN,Flynn,AU,-38.1667,146.6833,,,,,,,,1----6--,RL,1
AUFLD,Frankland,AU,-34.3667,114.0667,,,,,,,,1----6--,RL,1
AUFRE,Fremantle,AU,-32.055,115.74,Major,medium vessels,31.1,31.1,,OC-OCE,54520,1--4----,AC,1
AUFWT,Freshwater,AU,-33.7667,151.2833,,,,,,,,1----6--,RL,1
AUGBT,Garbutt,AU,-19.2667,146.7667,,,,,,,,1-3-----,RL,1
AUGEX,Geelong,AU,-38.15,144.37,Minor,large vessels,34.7,34.7,,OC-OCE,54050,1--4----,AC,1
AUGEM,Gembrook,AU,-37.95,145.55,,,,,,,,1----6--,RL,1
AUGEE,George Town,AU,46.18,-62.53,Small,large vessels,45.7,42.1,,,5740,1--4----,AC,1
AUGET,Geraldton,AU,-28.78,114.6,Very Small,medium vessels,27.4,31.1,,OC-OCE,54540,1--4----,AC,1
AUGLT,Gladstone,AU,45.85,-87.02,Very Small,medium vessels,45.7,45.7,,,5060,1--4----,AC,1
AUGLL,Glebe Island,AU,-33.975,151.2,Large,large vessels,31.1,38.4,2400,OC-OCE,53650,123-----,UR,1
AUGOI,Goods Is,AU,,,,,,,,,,1-------,AC,1
AUGOA,Goolwa,AU,-35.5,138.7833,,,,,,,,1-34----,RL,1
AUGOR,Gordon,AU,-37.5833,144.1,,,,,,,,1----6--,RL,1
AUGOV,Gove,AU,-12.2,136.7,Very Small,large vessels,31.1,31.1,,OC-OCE,54675,1--4----,AC,1
AUGOH,Gove Harbour,AU,-12.2167,136.6667,Very Small,large vessels,31.1,31.1,,OC-OCE,54675,1-------,RL,1
AUGTH,Grantham,AU,-27.5833,152.2,,,,,,,,1-3-----,RL,1
AUGRB,Gravelly Beach,AU,-41.3,146.9667,,,,,,,,1----6--,RL,1
AUGTW,Great Western,AU,-37.15,142.85,,,,,,,,1----6--,RL,1
AUGRH,Greenhead,AU,,,,,,,,,,1-------,AC,1
AUGRK,Greenock,AU,-34.4667,138.9167,Medium,large vessels,38.4,34.7,,EU-NEU,33390,1----6--,RL,1
AUGRV,Griffin Venture (oil Terminal),AU,-21.2167,114.6333,,,,,,,,1-------,AC,1
AUGTE,Groote Eylandt,AU,,,,,,,,,,1--4----,AC,1
AUGRU,Gruyere,AU,-37.7333,145.45,,,,,,,,1----6--,RL,1
AUGUM,Gumeracha,AU,-34.8333,138.8833,,,,,,,,1----6--,RL,1
AUHAH,Hahndorf,AU,-35.0333,138.8,,,,,,,,1----6--,RL,1
AUHTT,Halletts Cove,AU,-35.0667,138.5,,,,,,,,1----6--,RL,1
AUHAM,Hampton,AU,-38.3333,145.25,Very Small,large vessels,27.4,34.7,,OC-OCE,53930,1-------,RL,1
AUHWD,Hanwood,AU,-34.3333,146.0333,,,,,,,,1----6--,RL,1
AUHPP,Happy Valley,AU,-35.0833,138.5333,,,,,,,,1----6--,RL,1
AUHYI,Hardy Island,AU,,,,,,,,,,1-------,UR,1
AUHAS,Hastings,AU,-38.3,145.25,,,,,,,,1-------,RL,1
AUHPT,Hay Point,AU,-21.28,149.3,Small,medium vessels,31.1,20.1,,OC-OCE,53405,1-------,AC,1
AUHTH,Heathcote,AU,-36.9167,144.7167,,,,,,,,1----6--,RL,1
AUHBE,Heatherbrae,AU,-32.7833,151.7333,,,,,,,,1----6--,RL,1
AUHFR,Henderson,AU,-32.1667,115.7667,,,,,,,,1---5---,RL,1
AUHNK,Hinchinbrook Island,AU,-18.3833,146.2833,,,,,,,,1--4----,AC,1
AUHBA,Hobart,AU,-42.8667,147.3,Minor,large vessels,31.1,34.7,,OC-OCE,54760,1-345---,AC,1
AUHDD,Hoddles Creek,AU,-37.8333,145.5833,,,,,,,,1----6--,RL,1
AUHOT,Hope Tun,AU,,,,,,,,,,1-------,AC,1
AUIGF,Ingle Farm,AU,-34.8333,138.6333,,,,,,,,1----6--,RL,1
AUIPS,Ipswich,AU,52.05,1.17,Small,medium vessels,49.4,45.7,,EU-NEU,31550,1-------,AC,1
AUIRY,Irymple,AU,-34.25,142.1667,,,,,,,,1----6--,RL,1
AUJOV,Jabiru Venture (oil terminal),AU,,,,,,,,,,1-------,RQ,1
AUJAR,Jarrahdale,AU,-32.35,116.0667,,,,,,,,1----6--,RL,1
AUKAN,Kangarilla,AU,-35.15,138.65,,,,,,,,1----6--,RL,1
AUKRB,Karumba,AU,-17.4833,140.8333,Very Small,,53.0,56.7,,OC-OCE,54690,1-34----,AC,1
AUKTR,Katherine,AU,,,,,,,,,,1--4----,AC,1
AUKAY,Kayena,AU,-41.1833,146.8833,,,,,,,,1----6--,RL,1
AUKEI,Keith,AU,-36.1,140.35,,,,,,,,1----6--,RL,1
AUKNG,Kensington Gardens,AU,-35.5333,139.1,,,,,,,,1----6--,RQ,1
AUKEY,Keyneton,AU,-34.5667,139.1333,,,,,,,,1----6--,RL,1
AUKIB,King Bay,AU,,,,,,,,,,1-------,AC,1
AUKGC,Kingscote,AU,-35.63,137.63,Very Small,,53.0,53.0,,,54200,1--4----,AC,1
AUGTY,Kingsford,AU,,,,,,,,,,1----6--,RL,1
AUKIT,Kingston,AU,-29.07,167.95,Very Small,medium vessels,56.7,56.7,,OC-OCE,55500,1-------,AC,1
AUKLP,Klein Point,AU,-34.97,137.77,Very Small,medium vessels,45.7,45.7,,,54210,1-------,AC,1
AUKOI,Koolan Island,AU,,,,,,,,,,1-------,AC,1
AUKUR,Kurnell,AU,,,,,,,,,,1-------,AC,1
AUKWI,Kwinana,AU,,,,,,,,,,1-------,AC,1
AULAB,Lady Barron,AU,,,,,,,,,,1-------,AC,1
AULMQ,Lake Macquarie,AU,-33.0667,151.6,,,,,,,,1-3-----,RL,1
AULEN,Lakes Entrance,AU,-37.8833,147.9833,,,,,,,,1-3-----,RL,1
AULAN,Langarra,AU,-12.0833,135.35,,,,,,,,1-------,RL,1
AULST,Launceston,AU,-41.45,147.12,Small,large vessels,56.7,42.1,,OC-OCE,54970,1--4----,AC,1
AUJML,Laurieton,AU,-31.65,152.8,,,,,,,,1----6--,RQ,1
AULGT,Legendre Terminal,AU,,,,,,,,,,1-------,AC,1
AULYD,Lilydale,AU,-37.75,145.3667,,,,,,,,123--6--,RL,1
AULOW,Lisarow,AU,-33.3833,151.3667,,,,,,,,123-----,RL,1
AUDFE,Longwood,AU,,,,,,,,,,1-------,RL,1
AULDH,Lord Howe Is,AU,,,,,,,,,,1--4----,AC,1
AULUC,Lucinda,AU,-18.52,146.33,Very Small,medium vessels,31.1,42.1,,,53370,1-------,AC,1
AULUB,Lucky Bay,AU,-33.6833,136.9167,,,,,,,,1-------,RL,1
AUMKY,Mackay,AU,-21.15,149.2,Small,medium vessels,42.1,31.1,,OC-OCE,53400,1-34----,AC,1
AUMQI,Macquarie Island,AU,-54.4833,158.9333,,,,,,,,1-------,AC,1
AUMRK,Macquarie Park,AU,-33.7667,151.1167,,,,,,,,1----6--,RL,1
AUMBY,Maribyrnong,AU,-37.7833,144.8833,,,,,,,,1----6--,RL,1
AUMAR,Marrickville,AU,-33.9167,151.1667,,,,,,,,123--6--,RL,1
AUMBH,Maryborough,AU,,,,,,,,,,1--4----,AC,1
AUSAD,Maryborough,AU,-37.5,143.75,,,,,,,,1-------,RL,1
AUKLL,Maryknoll,AU,-38.9167,145.6,,,,,,,,1-------,RL,1
AUMEL,Melbourne,AU,-37.835,144.92,Large,medium vessels,31.1,38.4,2450,OC-OCE,54030,12345---,AC,1
AUMRS,Melrose,AU,,,,,,,,,,1-------,AC,1
AUMLI,Melville Island,AU,-11.55,130.9333,,,,,,,,1-------,AC,1
AUMID,Midland,AU,31.8833,-115.9833,Small,medium vessels,45.7,45.7,,NAE-CAN,3940,1-3-----,RQ,1
AUMIB,Milner Bay,AU,-13.87,136.42,Very Small,medium vessels,5.5,31.1,,,54671,1-------,AC,1
AUMIL,Milperra,AU,,,,,,,,,,1-3-----,RQ,1
AUMON,Montara Field,AU,-13.0833,124.0833,,,,,,,,1-------,RL,1
AUMLL,Mooloolaba,AU,-26.6833,153.1333,,,,,,,,1-3-5---,RL,1
AUMOK,Moorook,AU,-34.2833,140.35,,,,,,,,1-3-----,RL,1
AUMDC,Mordialloc,AU,-38.0167,145.0833,,,,,,,,123-----,RL,1
AUMGE,Mount Gravatt,AU,-27.5333,153.0833,,,,,,,,1-------,RL,1
AUMHW,Mount Hawthorn,AU,-31.9167,115.8333,,,,,,,,1----6--,RL,1
AUMOU,Mourilyan,AU,,,,,,,,,,1-------,AC,1
AUMOW,Mowbray Heights,AU,-41.3833,147.1333,,,,,,,,123-----,RL,1
AUMWA,Mulwala,AU,-36.0,146.0,,,,,,,,123-----,RL,1
AUNEQ,Nericon,AU,-34.2,146.0333,,,,,,,,1-3-----,RL,1
AUNLK,New Norfolk,AU,-42.7833,147.0667,,,,,,,,1-3-----,RL,1
AUNTL,Newcastle,AU,-32.92,151.78,Major,large vessels,27.4,23.8,,OC-OCE,53610,1--4----,AI,1
AUVIC,Newtown,AU,-37.7,143.65,,,,,,,,1-3-----,RL,1
AUNGH,Nganhurra,AU,-21.4833,114.0,,,,,,,,1-----7-,RL,1
AUNHU,Nhulunbuy,AU,-12.1833,136.7833,,,,,,,,1-------,RQ,1
AUNIV,Ningaloo Vision,AU,-21.4,114.0833,,,,,,,,1-------,RL,1
AUNB2,North Bridge,AU,-33.8,151.2167,,,,,,,,1----6--,RL,1
AUNTE,Northern Endeavour,AU,,,,,,,,,,1-------,AC,1
AUOKF,Oak Flats,AU,-34.55,150.8167,,,,,,,,1----6--,RL,1
AUONS,Onslow,AU,-21.65,115.1,Very Small,,56.7,45.7,,OC-OCE,54580,1-34----,AI,1
AUOSB,Osborne Island,AU,,,,,,,,,,1-------,AC,1
